RID,Signaltype
router-84875df7fc-52vz8-3-16439667-0,42.0
router-84875df7fc-scxcj-4-9191252-0,8.0
router-84875df7fc-scxcj-7-64951851-0,9.0
router-84875df7fc-8n4sw-6-27516631-0,20.0
router-84875df7fc-scxcj-7-66801669-0,50.0
router-84875df7fc-cmkz9-4-26476383-0,10.0
router-84875df7fc-b5nxc-6-12621228-0,12.0
router-84875df7fc-b5nxc-4-52440211-0,10.0
router-84875df7fc-scxcj-6-12870425-0,11.0
router-84875df7fc-scxcj-6-13231204-0,13.0
router-84875df7fc-8n4sw-7-57793960-0,17.0
router-84875df7fc-cmkz9-7-50779196-0,14.0
router-84875df7fc-cmkz9-7-71031417-0,24.0
router-84875df7fc-b5nxc-7-24784602-0,2.0
router-84875df7fc-cmkz9-2-9701534-0,3.0
router-84875df7fc-b5nxc-2-9030352-0,8.0
router-84875df7fc-b5nxc-4-57767334-0,13.0
router-84875df7fc-52vz8-7-9044545-0,16.0
router-84875df7fc-scxcj-7-56649980-0,20.0
router-84875df7fc-b5nxc-4-70355565-0,2.0
router-84875df7fc-cmkz9-7-46198197-0,4.0
router-84875df7fc-8n4sw-2-8589773-0,18.0
router-84875df7fc-b5nxc-3-8358501-0,14.0
router-84875df7fc-cmkz9-1-7404474-0,24.0
router-84875df7fc-scxcj-7-69282078-0,8.0
router-84875df7fc-scxcj-6-13270454-0,9.0
router-84875df7fc-b5nxc-4-67082794-0,25.0
router-84875df7fc-cmkz9-7-46535505-0,31.0
router-84875df7fc-52vz8-1-9289417-0,15.0
router-84875df7fc-scxcj-1-7453995-0,6.0
router-84875df7fc-cmkz9-4-23448091-0,27.0
router-84875df7fc-8n4sw-7-73969255-0,13.0
router-84875df7fc-scxcj-6-15904831-0,30.0
router-84875df7fc-scxcj-2-9479279-0,3.0
router-84875df7fc-52vz8-4-24166000-0,30.0
router-84875df7fc-scxcj-1-5827180-0,28.0
router-84875df7fc-b5nxc-4-65903883-0,3.0
router-84875df7fc-b5nxc-2-7083192-0,13.0
router-84875df7fc-scxcj-1-7136685-0,42.0
router-84875df7fc-8n4sw-7-60578799-0,16.0
router-84875df7fc-cmkz9-7-66697420-0,26.0
router-84875df7fc-52vz8-3-13923712-0,15.0
router-84875df7fc-scxcj-3-22206225-0,11.0
router-84875df7fc-cmkz9-3-7684007-0,12.0
router-84875df7fc-cmkz9-7-70663825-0,24.0
router-84875df7fc-b5nxc-4-50931214-0,10.0
router-84875df7fc-cmkz9-4-31263634-0,6.0
router-84875df7fc-cmkz9-5-11836539-0,22.0
router-84875df7fc-scxcj-0-8701082-0,5.0
router-84875df7fc-52vz8-6-54182997-0,10.0
router-84875df7fc-b5nxc-4-72886697-0,22.0
router-84875df7fc-8n4sw-5-10418008-0,23.0
router-84875df7fc-8n4sw-7-78665183-0,0.0
router-84875df7fc-8n4sw-0-6289182-0,13.0
router-84875df7fc-scxcj-6-16233771-0,6.0
router-84875df7fc-cmkz9-6-16911522-0,17.0
router-84875df7fc-scxcj-7-49535941-0,19.0
router-84875df7fc-cmkz9-3-7364085-0,18.0
router-84875df7fc-52vz8-4-22133786-0,38.0
router-84875df7fc-8n4sw-7-70192202-0,5.0
router-84875df7fc-cmkz9-3-8887420-0,30.0
router-84875df7fc-scxcj-6-15650962-0,17.0
router-84875df7fc-8n4sw-7-74166206-0,1.0
router-84875df7fc-52vz8-2-6717603-0,7.0
router-84875df7fc-scxcj-7-68741760-0,24.0
router-84875df7fc-8n4sw-6-24238402-0,17.0
router-84875df7fc-scxcj-4-10111859-0,7.0
router-84875df7fc-52vz8-3-14207296-0,26.0
router-84875df7fc-scxcj-3-30763888-0,17.0
router-84875df7fc-b5nxc-4-59729673-0,0.0
router-84875df7fc-cmkz9-5-11691163-0,25.0
router-84875df7fc-scxcj-3-22797422-0,0.0
router-84875df7fc-b5nxc-1-7274407-0,18.0
router-84875df7fc-scxcj-5-8475039-0,27.0
router-84875df7fc-8n4sw-7-58699163-0,15.0
router-84875df7fc-52vz8-4-29652994-0,4.0
router-84875df7fc-b5nxc-7-20745380-0,10.0
router-84875df7fc-cmkz9-7-48873277-0,17.0
router-84875df7fc-8n4sw-7-61687763-0,6.0
router-84875df7fc-b5nxc-1-8650292-0,13.0
router-84875df7fc-cmkz9-4-31950991-0,24.0
router-84875df7fc-8n4sw-6-23819765-0,16.0
router-84875df7fc-8n4sw-6-21601029-0,42.0
router-84875df7fc-b5nxc-7-28920533-0,20.0
router-84875df7fc-52vz8-1-7124305-0,5.0
router-84875df7fc-8n4sw-7-53661447-0,25.0
router-84875df7fc-scxcj-7-72083684-0,0.0
router-84875df7fc-scxcj-0-9203472-0,0.0
router-84875df7fc-b5nxc-4-69013658-0,0.0
router-84875df7fc-b5nxc-4-59160151-0,8.0
router-84875df7fc-52vz8-4-21767078-0,5.0
router-84875df7fc-cmkz9-4-31464182-0,14.0
router-84875df7fc-8n4sw-7-62070587-0,35.0
router-84875df7fc-b5nxc-4-59766803-0,24.0
router-84875df7fc-scxcj-7-50086061-0,52.0
router-84875df7fc-8n4sw-5-8237335-0,2.0
router-84875df7fc-b5nxc-4-66091002-0,12.0
router-84875df7fc-scxcj-3-29894249-0,11.0
router-84875df7fc-52vz8-5-10628906-0,40.0
router-84875df7fc-8n4sw-7-58883050-0,0.0
router-84875df7fc-52vz8-6-62692062-0,5.0
router-84875df7fc-8n4sw-2-7319752-0,11.0
router-84875df7fc-scxcj-6-13291587-0,13.0
router-84875df7fc-8n4sw-2-7372176-0,20.0
router-84875df7fc-b5nxc-5-9576669-0,0.0
router-84875df7fc-52vz8-6-51902533-0,6.0
router-84875df7fc-cmkz9-7-63874018-0,12.0
router-84875df7fc-52vz8-6-66483404-0,43.0
router-84875df7fc-scxcj-3-27496099-0,18.0
router-84875df7fc-b5nxc-4-50247364-0,0.0
router-84875df7fc-52vz8-3-16075494-0,26.0
router-84875df7fc-8n4sw-7-58994924-0,29.0
router-84875df7fc-scxcj-4-6809624-0,11.0
router-84875df7fc-b5nxc-5-11824826-0,13.0
router-84875df7fc-52vz8-6-54506552-0,12.0
router-84875df7fc-cmkz9-6-17604479-0,10.0
router-84875df7fc-scxcj-7-57279859-0,13.0
router-84875df7fc-cmkz9-3-8685079-0,2.0
router-84875df7fc-cmkz9-7-48790695-0,16.0
router-84875df7fc-scxcj-0-9056682-0,10.0
router-84875df7fc-scxcj-3-28913287-0,23.0
router-84875df7fc-scxcj-0-7043201-0,28.0
router-84875df7fc-cmkz9-4-25501483-0,7.0
router-84875df7fc-b5nxc-4-58038165-0,15.0
router-84875df7fc-b5nxc-4-66213937-0,11.0
router-84875df7fc-8n4sw-7-72062421-1,35.0
router-84875df7fc-scxcj-3-23194132-0,34.0
router-84875df7fc-b5nxc-6-13147467-0,33.0
router-84875df7fc-8n4sw-1-6574122-0,0.0
router-84875df7fc-cmkz9-7-54154741-0,15.0
router-84875df7fc-b5nxc-1-9146943-0,0.0
router-84875df7fc-8n4sw-7-60731415-0,10.0
router-84875df7fc-cmkz9-7-62381100-0,28.0
router-84875df7fc-8n4sw-3-7696751-0,8.0
router-84875df7fc-cmkz9-6-13208333-0,46.0
router-84875df7fc-cmkz9-2-7152967-0,13.0
router-84875df7fc-cmkz9-7-70870134-0,29.0
router-84875df7fc-cmkz9-7-68160528-1,4.0
router-84875df7fc-52vz8-3-17949609-0,13.0
router-84875df7fc-52vz8-5-7808388-0,13.0
router-84875df7fc-cmkz9-3-9021827-0,4.0
router-84875df7fc-8n4sw-7-62259537-0,22.0
router-84875df7fc-scxcj-5-9042481-0,6.0
router-84875df7fc-52vz8-6-65888804-0,24.0
router-84875df7fc-52vz8-7-9713127-0,11.0
router-84875df7fc-cmkz9-7-54978632-0,19.0
router-84875df7fc-scxcj-6-11751725-0,29.0
router-84875df7fc-scxcj-3-20336056-0,57.0
router-84875df7fc-b5nxc-1-7069924-0,17.0
router-84875df7fc-52vz8-4-22184513-0,1.0
router-84875df7fc-scxcj-3-21636322-0,0.0
router-84875df7fc-52vz8-4-24165265-0,3.0
router-84875df7fc-52vz8-6-67270634-0,0.0
router-84875df7fc-cmkz9-4-30237729-0,21.0
router-84875df7fc-52vz8-4-23710646-0,31.0
router-84875df7fc-8n4sw-7-58679674-0,25.0
router-84875df7fc-8n4sw-2-7090557-0,0.0
router-84875df7fc-8n4sw-7-75489965-0,29.0
router-84875df7fc-8n4sw-7-75700609-0,10.0
router-84875df7fc-scxcj-5-12001622-0,18.0
router-84875df7fc-cmkz9-7-55751429-0,0.0
router-84875df7fc-8n4sw-2-6915594-0,11.0
router-84875df7fc-scxcj-3-23149416-0,71.0
router-84875df7fc-8n4sw-2-9202183-0,16.0
router-84875df7fc-52vz8-6-66308931-0,30.0
router-84875df7fc-cmkz9-4-32045809-0,62.0
router-84875df7fc-b5nxc-4-55258054-0,6.0
router-84875df7fc-b5nxc-5-10554228-0,12.0
router-84875df7fc-scxcj-7-58766651-0,30.0
router-84875df7fc-8n4sw-0-6156255-0,19.0
router-84875df7fc-8n4sw-7-73471658-0,18.0
router-84875df7fc-8n4sw-7-62932102-0,19.0
router-84875df7fc-b5nxc-6-15963915-0,15.0
router-84875df7fc-b5nxc-1-6784043-0,23.0
router-84875df7fc-cmkz9-7-50002927-0,21.0
router-84875df7fc-b5nxc-1-9605509-0,6.0
router-84875df7fc-cmkz9-4-31667531-0,5.0
router-84875df7fc-cmkz9-6-13456921-0,19.0
router-84875df7fc-52vz8-2-10227524-0,15.0
router-84875df7fc-52vz8-7-11602954-0,20.0
router-84875df7fc-8n4sw-6-31734794-0,24.0
router-84875df7fc-8n4sw-7-53929005-0,3.0
router-84875df7fc-b5nxc-4-66035739-0,56.0
router-84875df7fc-8n4sw-7-55675410-0,18.0
router-84875df7fc-scxcj-7-73344629-0,19.0
router-84875df7fc-52vz8-0-8967259-0,30.0
router-84875df7fc-52vz8-6-62419741-0,40.0
router-84875df7fc-cmkz9-2-9906258-0,35.0
router-84875df7fc-b5nxc-3-8237168-0,0.0
router-84875df7fc-52vz8-2-8272483-0,25.0
router-84875df7fc-b5nxc-4-55079095-0,0.0
router-84875df7fc-52vz8-1-7908136-0,14.0
router-84875df7fc-cmkz9-7-55433512-0,19.0
router-84875df7fc-8n4sw-1-9124934-0,14.0
router-84875df7fc-scxcj-6-16819471-0,18.0
router-84875df7fc-scxcj-7-50627667-0,7.0
router-84875df7fc-b5nxc-1-7157482-0,17.0
router-84875df7fc-b5nxc-7-31395567-0,5.0
router-84875df7fc-8n4sw-6-28810511-0,7.0
router-84875df7fc-b5nxc-4-57543569-0,47.0
router-84875df7fc-b5nxc-4-56987749-0,62.0
router-84875df7fc-scxcj-3-30222040-0,34.0
router-84875df7fc-8n4sw-6-23408782-0,16.0
router-84875df7fc-cmkz9-3-7745889-0,28.0
router-84875df7fc-8n4sw-1-8616357-0,12.0
router-84875df7fc-b5nxc-6-16702218-0,6.0
router-84875df7fc-scxcj-7-58392335-0,17.0
router-84875df7fc-b5nxc-4-65915904-0,28.0
router-84875df7fc-b5nxc-5-10909637-0,6.0
router-84875df7fc-cmkz9-7-54094380-0,12.0
router-84875df7fc-8n4sw-7-52680037-0,18.0
router-84875df7fc-scxcj-7-68048505-0,30.0
router-84875df7fc-8n4sw-7-74794834-0,22.0
router-84875df7fc-b5nxc-5-11350290-0,3.0
router-84875df7fc-cmkz9-7-54163979-0,30.0
router-84875df7fc-b5nxc-4-65526581-0,5.0
router-84875df7fc-scxcj-6-12343700-0,29.0
router-84875df7fc-b5nxc-6-14545602-0,7.0
router-84875df7fc-b5nxc-3-7351567-0,25.0
router-84875df7fc-b5nxc-1-9254773-0,13.0
router-84875df7fc-scxcj-3-27381940-0,19.0
router-84875df7fc-52vz8-4-31197407-0,0.0
router-84875df7fc-cmkz9-4-22479524-0,20.0
router-84875df7fc-b5nxc-4-55327581-0,16.0
router-84875df7fc-b5nxc-4-68470378-0,17.0
router-84875df7fc-52vz8-3-13512495-0,0.0
router-84875df7fc-cmkz9-4-30544858-0,16.0
router-84875df7fc-cmkz9-7-55662320-0,19.0
router-84875df7fc-8n4sw-0-6622031-0,31.0
router-84875df7fc-cmkz9-5-11621945-0,12.0
router-84875df7fc-52vz8-6-48668421-0,11.0
router-84875df7fc-52vz8-6-49066424-0,10.0
router-84875df7fc-b5nxc-2-9013978-0,4.0
router-84875df7fc-b5nxc-5-10632707-0,1.0
router-84875df7fc-52vz8-4-29093399-0,9.0
router-84875df7fc-8n4sw-7-55113718-0,5.0
router-84875df7fc-scxcj-3-23617598-0,12.0
router-84875df7fc-cmkz9-6-13829495-0,3.0
router-84875df7fc-b5nxc-4-66371533-0,21.0
router-84875df7fc-8n4sw-5-7837397-0,8.0
router-84875df7fc-8n4sw-6-29082602-0,17.0
router-84875df7fc-8n4sw-7-69262033-0,14.0
router-84875df7fc-8n4sw-7-74130442-0,15.0
router-84875df7fc-b5nxc-3-9839769-0,16.0
router-84875df7fc-52vz8-6-51519994-0,25.0
router-84875df7fc-scxcj-3-27517819-0,37.0
router-84875df7fc-b5nxc-2-6731785-0,4.0
router-84875df7fc-cmkz9-2-7216334-0,19.0
router-84875df7fc-8n4sw-5-6895212-0,19.0
router-84875df7fc-8n4sw-6-21709716-0,16.0
router-84875df7fc-52vz8-4-29319419-0,3.0
router-84875df7fc-b5nxc-4-56534356-0,33.0
router-84875df7fc-b5nxc-7-24939041-0,7.0
router-84875df7fc-cmkz9-3-7357930-0,3.0
router-84875df7fc-8n4sw-7-55187222-0,31.0
router-84875df7fc-scxcj-3-29140399-0,5.0
router-84875df7fc-cmkz9-7-61561241-0,28.0
router-84875df7fc-scxcj-4-9111753-0,17.0
router-84875df7fc-8n4sw-7-57981316-0,13.0
router-84875df7fc-52vz8-2-6679385-0,18.0
router-84875df7fc-8n4sw-6-29227113-0,23.0
router-84875df7fc-scxcj-7-54311683-0,20.0
router-84875df7fc-b5nxc-3-10022116-0,5.0
router-84875df7fc-8n4sw-7-58632564-0,7.0
router-84875df7fc-cmkz9-4-25313483-0,18.0
router-84875df7fc-52vz8-5-8115673-0,15.0
router-84875df7fc-b5nxc-7-29321666-0,8.0
router-84875df7fc-cmkz9-3-8989390-0,28.0
router-84875df7fc-b5nxc-6-12525738-0,23.0
router-84875df7fc-cmkz9-4-24991612-0,1.0
router-84875df7fc-52vz8-6-52049019-0,10.0
router-84875df7fc-52vz8-3-13866791-0,48.0
router-84875df7fc-scxcj-0-8882977-0,22.0
router-84875df7fc-cmkz9-7-66529678-0,27.0
router-84875df7fc-8n4sw-3-9022224-0,26.0
router-84875df7fc-52vz8-3-13621819-0,20.0
router-84875df7fc-scxcj-7-72346402-0,11.0
router-84875df7fc-8n4sw-0-6362258-0,30.0
router-84875df7fc-scxcj-7-70905488-0,21.0
router-84875df7fc-8n4sw-5-7927479-0,10.0
router-84875df7fc-8n4sw-2-6802829-0,7.0
router-84875df7fc-cmkz9-7-47256816-0,14.0
router-84875df7fc-8n4sw-6-29449487-0,9.0
router-84875df7fc-cmkz9-7-49496331-0,15.0
router-84875df7fc-52vz8-7-9407644-0,9.0
router-84875df7fc-8n4sw-4-14107021-0,37.0
router-84875df7fc-52vz8-6-51351737-0,43.0
router-84875df7fc-cmkz9-7-69691155-0,18.0
router-84875df7fc-cmkz9-7-48977919-0,10.0
router-84875df7fc-8n4sw-7-63243122-0,40.0
router-84875df7fc-8n4sw-7-69679480-0,21.0
router-84875df7fc-scxcj-7-53164018-0,0.0
router-84875df7fc-cmkz9-4-29854053-0,34.0
router-84875df7fc-scxcj-4-9465712-0,29.0
router-84875df7fc-52vz8-6-64442262-0,19.0
router-84875df7fc-8n4sw-7-52841315-0,17.0
router-84875df7fc-scxcj-6-15322130-0,0.0
router-84875df7fc-b5nxc-4-70853386-0,57.0
router-84875df7fc-cmkz9-4-23717224-0,23.0
router-84875df7fc-8n4sw-7-78416496-0,23.0
router-84875df7fc-8n4sw-4-14511028-0,3.0
router-84875df7fc-52vz8-6-54294052-0,0.0
router-84875df7fc-52vz8-6-50024238-0,42.0
router-84875df7fc-b5nxc-4-57104078-0,8.0
router-84875df7fc-8n4sw-7-61779216-0,26.0
router-84875df7fc-scxcj-6-16316038-0,15.0
router-84875df7fc-8n4sw-5-6953884-0,20.0
router-84875df7fc-8n4sw-6-27565683-0,20.0
router-84875df7fc-52vz8-5-9747573-0,14.0
router-84875df7fc-cmkz9-7-51891860-0,8.0
router-84875df7fc-cmkz9-4-25574282-0,15.0
router-84875df7fc-b5nxc-4-70010119-0,6.0
router-84875df7fc-b5nxc-3-9997559-0,0.0
router-84875df7fc-scxcj-4-9318819-0,0.0
router-84875df7fc-8n4sw-5-8277721-1,0.0
router-84875df7fc-b5nxc-4-56650470-0,0.0
router-84875df7fc-scxcj-3-29373787-0,14.0
router-84875df7fc-scxcj-3-30731976-0,32.0
router-84875df7fc-52vz8-3-17269102-0,27.0
router-84875df7fc-8n4sw-7-61288348-0,0.0
router-84875df7fc-scxcj-3-27228194-0,23.0
router-84875df7fc-cmkz9-0-6227876-0,45.0
router-84875df7fc-52vz8-3-12664485-0,0.0
router-84875df7fc-scxcj-0-8935219-0,8.0
router-84875df7fc-cmkz9-7-54758955-0,3.0
router-84875df7fc-cmkz9-7-69114424-1,18.0
router-84875df7fc-b5nxc-2-7658580-0,25.0
router-84875df7fc-cmkz9-4-30021967-0,19.0
router-84875df7fc-8n4sw-7-59646632-0,89.0
router-84875df7fc-b5nxc-4-66996007-0,34.0
router-84875df7fc-scxcj-7-64911142-0,0.0
router-84875df7fc-8n4sw-3-7722428-0,15.0
router-84875df7fc-b5nxc-5-11492638-0,14.0
router-84875df7fc-52vz8-4-30994026-0,8.0
router-84875df7fc-52vz8-4-23579783-0,3.0
router-84875df7fc-b5nxc-1-7339956-0,20.0
router-84875df7fc-cmkz9-3-9828605-0,15.0
router-84875df7fc-scxcj-0-9163885-0,15.0
router-84875df7fc-cmkz9-2-8492316-0,19.0
router-84875df7fc-8n4sw-7-74415571-0,24.0
router-84875df7fc-52vz8-7-9953217-0,0.0
router-84875df7fc-8n4sw-6-25211570-0,15.0
router-84875df7fc-cmkz9-7-53920402-0,6.0
router-84875df7fc-8n4sw-7-62185776-0,63.0
router-84875df7fc-8n4sw-7-60018576-0,25.0
router-84875df7fc-52vz8-5-9615098-0,32.0
router-84875df7fc-b5nxc-4-53760630-0,29.0
router-84875df7fc-cmkz9-4-23160579-0,23.0
router-84875df7fc-8n4sw-4-10090197-0,0.0
router-84875df7fc-52vz8-6-48554636-0,0.0
router-84875df7fc-scxcj-3-29735361-0,29.0
router-84875df7fc-cmkz9-5-10792515-0,27.0
router-84875df7fc-b5nxc-4-69710914-0,7.0
router-84875df7fc-cmkz9-5-9418517-0,22.0
router-84875df7fc-8n4sw-5-8292225-0,2.0
router-84875df7fc-8n4sw-7-70199385-0,20.0
router-84875df7fc-scxcj-1-6888232-0,3.0
router-84875df7fc-scxcj-7-65128242-0,7.0
router-84875df7fc-b5nxc-3-9970692-0,11.0
router-84875df7fc-b5nxc-7-24034332-0,17.0
router-84875df7fc-b5nxc-4-71074447-0,50.0
router-84875df7fc-52vz8-6-61554943-0,21.0
router-84875df7fc-8n4sw-5-10378356-0,42.0
router-84875df7fc-cmkz9-7-62554393-0,37.0
router-84875df7fc-scxcj-7-64608585-0,0.0
router-84875df7fc-b5nxc-2-9543774-0,17.0
router-84875df7fc-scxcj-3-29537916-0,24.0
router-84875df7fc-scxcj-3-21652218-0,26.0
router-84875df7fc-52vz8-6-54238657-0,0.0
router-84875df7fc-8n4sw-6-28245896-0,0.0
router-84875df7fc-8n4sw-7-71411053-0,25.0
router-84875df7fc-scxcj-0-7805316-0,0.0
router-84875df7fc-b5nxc-4-53331989-0,0.0
router-84875df7fc-8n4sw-1-6442506-0,35.0
router-84875df7fc-b5nxc-7-21952206-0,25.0
router-84875df7fc-8n4sw-4-14469890-0,11.0
router-84875df7fc-b5nxc-7-30103951-0,12.0
router-84875df7fc-52vz8-4-24589275-0,11.0
router-84875df7fc-b5nxc-4-68585425-0,13.0
router-84875df7fc-cmkz9-7-65156360-0,26.0
router-84875df7fc-scxcj-7-58348595-0,8.0
router-84875df7fc-52vz8-7-9544953-0,18.0
router-84875df7fc-scxcj-4-8824985-0,14.0
router-84875df7fc-b5nxc-3-9550777-0,14.0
router-84875df7fc-b5nxc-7-28081886-0,21.0
router-84875df7fc-b5nxc-4-73323691-0,2.0
router-84875df7fc-scxcj-2-7546848-0,15.0
router-84875df7fc-scxcj-5-11718807-0,29.0
router-84875df7fc-b5nxc-3-8330451-0,3.0
router-84875df7fc-52vz8-6-54106657-0,15.0
router-84875df7fc-8n4sw-7-59180082-0,27.0
router-84875df7fc-b5nxc-7-27987753-0,27.0
router-84875df7fc-cmkz9-7-64487478-0,40.0
router-84875df7fc-8n4sw-5-6916253-0,35.0
router-84875df7fc-b5nxc-3-8295119-0,28.0
router-84875df7fc-scxcj-0-7706986-0,22.0
router-84875df7fc-cmkz9-0-6181079-0,37.0
router-84875df7fc-b5nxc-4-73240469-0,28.0
router-84875df7fc-b5nxc-4-69986591-0,1.0
router-84875df7fc-8n4sw-3-6763605-0,14.0
router-84875df7fc-8n4sw-7-56411599-0,15.0
router-84875df7fc-b5nxc-4-69495014-0,24.0
router-84875df7fc-scxcj-7-66203569-0,33.0
router-84875df7fc-52vz8-7-12265223-0,0.0
router-84875df7fc-8n4sw-7-58998958-0,43.0
router-84875df7fc-52vz8-4-24629453-0,7.0
router-84875df7fc-scxcj-0-7766998-0,34.0
router-84875df7fc-52vz8-6-54707421-0,17.0
router-84875df7fc-b5nxc-4-70639750-0,32.0
router-84875df7fc-cmkz9-7-56700224-0,41.0
router-84875df7fc-52vz8-2-10058266-0,15.0
router-84875df7fc-cmkz9-1-9795799-0,37.0
router-84875df7fc-52vz8-6-66399811-0,36.0
router-84875df7fc-8n4sw-7-51739685-0,7.0
router-84875df7fc-cmkz9-7-69233597-0,30.0
router-84875df7fc-cmkz9-3-9012040-0,26.0
router-84875df7fc-8n4sw-7-62914377-0,27.0
router-84875df7fc-b5nxc-3-10246187-0,23.0
router-84875df7fc-8n4sw-6-24666408-0,16.0
router-84875df7fc-b5nxc-6-15884942-0,2.0
router-84875df7fc-8n4sw-6-24849903-0,18.0
router-84875df7fc-scxcj-6-15716169-0,12.0
router-84875df7fc-8n4sw-2-9388266-0,12.0
router-84875df7fc-scxcj-7-66148684-0,0.0
router-84875df7fc-b5nxc-0-6590509-0,36.0
router-84875df7fc-b5nxc-4-58039179-0,21.0
router-84875df7fc-52vz8-6-55695648-0,33.0
router-84875df7fc-8n4sw-7-52732260-0,2.0
router-84875df7fc-cmkz9-5-11291729-0,9.0
router-84875df7fc-b5nxc-4-56105604-0,17.0
router-84875df7fc-52vz8-4-24064907-0,7.0
router-84875df7fc-b5nxc-4-51615476-0,17.0
router-84875df7fc-52vz8-4-20883200-0,9.0
router-84875df7fc-cmkz9-7-52271396-0,33.0
router-84875df7fc-cmkz9-7-64364459-0,25.0
router-84875df7fc-b5nxc-7-20460473-0,20.0
router-84875df7fc-scxcj-7-66458208-0,8.0
router-84875df7fc-cmkz9-6-13050517-0,33.0
router-84875df7fc-52vz8-4-29958170-0,23.0
router-84875df7fc-8n4sw-7-61430128-0,4.0
router-84875df7fc-scxcj-7-67414605-0,12.0
router-84875df7fc-52vz8-3-13347444-0,36.0
router-84875df7fc-52vz8-6-54158753-0,17.0
router-84875df7fc-b5nxc-7-20588314-0,32.0
router-84875df7fc-cmkz9-2-8257839-0,32.0
router-84875df7fc-52vz8-1-9653716-0,8.0
router-84875df7fc-8n4sw-5-6819753-0,25.0
router-84875df7fc-scxcj-7-55032345-0,0.0
router-84875df7fc-cmkz9-4-26472999-0,19.0
router-84875df7fc-8n4sw-1-9140968-0,19.0
router-84875df7fc-cmkz9-3-6813326-0,28.0
router-84875df7fc-scxcj-6-12294037-0,23.0
router-84875df7fc-8n4sw-7-74370906-0,4.0
router-84875df7fc-scxcj-2-10383283-0,7.0
router-84875df7fc-8n4sw-5-7991926-0,16.0
router-84875df7fc-8n4sw-4-14789459-0,23.0
router-84875df7fc-scxcj-3-30519913-0,4.0
router-84875df7fc-b5nxc-4-53052727-0,4.0
router-84875df7fc-52vz8-0-6044129-0,10.0
router-84875df7fc-cmkz9-7-55008595-0,34.0
router-84875df7fc-b5nxc-5-8492049-0,29.0
router-84875df7fc-52vz8-6-52683959-0,7.0
router-84875df7fc-cmkz9-2-8137724-0,4.0
router-84875df7fc-b5nxc-6-12405611-0,15.0
router-84875df7fc-scxcj-7-70169874-0,6.0
router-84875df7fc-8n4sw-3-6441558-0,19.0
router-84875df7fc-52vz8-4-23162428-0,17.0
router-84875df7fc-cmkz9-7-64269578-0,0.0
router-84875df7fc-52vz8-4-29750366-0,30.0
router-84875df7fc-52vz8-6-47492500-0,30.0
router-84875df7fc-52vz8-6-51297375-0,6.0
router-84875df7fc-cmkz9-7-68565766-0,15.0
router-84875df7fc-scxcj-7-55238795-0,6.0
router-84875df7fc-b5nxc-3-7661466-0,14.0
router-84875df7fc-8n4sw-6-28320618-0,19.0
router-84875df7fc-52vz8-2-10065228-0,6.0
router-84875df7fc-cmkz9-5-9594010-0,20.0
router-84875df7fc-8n4sw-5-9310848-0,11.0
router-84875df7fc-cmkz9-7-53665885-0,30.0
router-84875df7fc-scxcj-7-70226924-0,8.0
router-84875df7fc-8n4sw-0-5413671-0,47.0
router-84875df7fc-52vz8-3-12910934-0,17.0
router-84875df7fc-52vz8-3-13446391-0,12.0
router-84875df7fc-scxcj-2-8317989-0,0.0
router-84875df7fc-52vz8-3-17103853-0,24.0
router-84875df7fc-8n4sw-7-78703273-0,31.0
router-84875df7fc-cmkz9-7-63982083-0,34.0
router-84875df7fc-scxcj-7-74602906-0,38.0
router-84875df7fc-52vz8-6-64946512-0,3.0
router-84875df7fc-b5nxc-7-29800774-0,10.0
router-84875df7fc-scxcj-7-70563977-0,18.0
router-84875df7fc-scxcj-0-7270764-0,5.0
router-84875df7fc-cmkz9-7-47670989-0,9.0
router-84875df7fc-b5nxc-1-9092907-0,25.0
router-84875df7fc-scxcj-5-8449407-0,12.0
router-84875df7fc-scxcj-4-6814754-0,35.0
router-84875df7fc-8n4sw-6-29794057-0,29.0
router-84875df7fc-8n4sw-0-6723602-0,31.0
router-84875df7fc-b5nxc-2-9313283-0,22.0
router-84875df7fc-scxcj-4-9181967-0,7.0
router-84875df7fc-b5nxc-3-7981267-0,1.0
router-84875df7fc-52vz8-4-22533088-0,22.0
router-84875df7fc-8n4sw-4-11363739-0,0.0
router-84875df7fc-cmkz9-7-65554225-0,19.0
router-84875df7fc-8n4sw-6-29697603-0,60.0
router-84875df7fc-cmkz9-7-48921248-0,5.0
router-84875df7fc-52vz8-4-22507474-0,47.0
router-84875df7fc-scxcj-3-31095840-0,5.0
router-84875df7fc-b5nxc-7-29637459-0,8.0
router-84875df7fc-scxcj-7-67594081-0,29.0
router-84875df7fc-b5nxc-4-59091758-0,11.0
router-84875df7fc-scxcj-6-12979677-0,12.0
router-84875df7fc-cmkz9-7-70932655-0,13.0
router-84875df7fc-b5nxc-7-21562856-0,21.0
router-84875df7fc-cmkz9-5-12015578-0,19.0
router-84875df7fc-b5nxc-4-68621275-0,9.0
router-84875df7fc-b5nxc-2-6763458-0,4.0
router-84875df7fc-52vz8-6-60631253-0,31.0
router-84875df7fc-cmkz9-4-25669413-0,11.0
router-84875df7fc-cmkz9-5-11580410-0,11.0
router-84875df7fc-scxcj-6-16742617-0,15.0
router-84875df7fc-cmkz9-7-66191531-0,44.0
router-84875df7fc-b5nxc-1-8872136-0,15.0
router-84875df7fc-scxcj-7-69275281-0,11.0
router-84875df7fc-8n4sw-6-24674646-0,27.0
